Dates,Start of Week,Week of Year,Fiscal_Year,Platform,Retailer,Program,Brand,Tactic_Group,Tactic,Tactic_Start_Date,Tactic_End_Date,Spend
5/23/23,5/21/23 0:00,Week -21,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Social Media,Influencer,5/15/23,6/30/23,"$1,595.74 "
5/23/23,5/21/23 0:00,Week -21,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Value Offer,Coupon Insertion Digital,5/1/23,6/30/23,$491.80 
5/23/23,5/21/23 0:00,Week -21,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Sampling,Sampling,5/12/23,7/23/23,"$1,272.12 "
5/23/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Retailer Event,Retailer Specific Event,4/1/23,5/31/23,$424.52 
5/23/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
5/23/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
5/23/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Digital Media,Digital Media Offsite Retailer Owned,4/17/23,7/31/23,"$1,886.79 "
5/23/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Social Media,Influencer,4/27/23,5/31/23,"$2,857.14 "
5/23/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Retailer Event,Retailer Specific Event,2/15/23,5/31/23,"$1,660.38 "
5/23/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Instore,Store Signage,2/15/23,5/31/23,"$2,830.65 "
5/23/23,5/21/23 0:00,Week -21,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,4/22/23,5/31/23,"$2,500.00 "
5/23/23,5/21/23 0:00,Week -21,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Social Media,Influencer,5/8/23,5/31/23,"$3,125.00 "
5/24/23,5/21/23 0:00,Week -21,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Value Offer,Coupon Insertion Digital,5/15/23,8/18/23,"$2,083.33 "
5/24/23,5/21/23 0:00,Week -21,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Digital Media,Digital Media Offsite Retailer Owned,5/15/23,8/18/23,$442.71 
5/24/23,5/21/23 0:00,Week -21,2023,Sprite Summer Relaxation,Kroger,Sprite Summer Family Meals Partnership,Sprite,Social Media,Social Media,5/1/23,7/31/23,$597.83 
5/24/23,5/21/23 0:00,Week -21,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Value Offer,Coupon Insertion Digital,5/15/23,7/6/23,$943.40 
5/24/23,5/21/23 0:00,Week -21,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Social Media,Influencer,5/15/23,6/30/23,"$1,595.74 "
5/24/23,5/21/23 0:00,Week -21,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Value Offer,Coupon Insertion Digital,5/1/23,6/30/23,$491.80 
5/24/23,5/21/23 0:00,Week -21,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Sampling,Sampling,5/12/23,7/23/23,"$1,272.12 "
5/24/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Retailer Event,Retailer Specific Event,4/1/23,5/31/23,$424.52 
5/24/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
5/24/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
5/24/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Digital Media,Digital Media Offsite Retailer Owned,4/17/23,7/31/23,"$1,886.79 "
5/24/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Social Media,Influencer,4/27/23,5/31/23,"$2,857.14 "
5/24/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Retailer Event,Retailer Specific Event,2/15/23,5/31/23,"$1,660.38 "
5/24/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Instore,Store Signage,2/15/23,5/31/23,"$2,830.65 "
5/24/23,5/21/23 0:00,Week -21,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,4/22/23,5/31/23,"$2,500.00 "
5/24/23,5/21/23 0:00,Week -21,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Social Media,Influencer,5/8/23,5/31/23,"$3,125.00 "
5/25/23,5/21/23 0:00,Week -21,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Value Offer,Coupon Insertion Digital,5/15/23,8/18/23,"$2,083.33 "
5/25/23,5/21/23 0:00,Week -21,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Digital Media,Digital Media Offsite Retailer Owned,5/15/23,8/18/23,$442.71 
5/25/23,5/21/23 0:00,Week -21,2023,Sprite Summer Relaxation,Kroger,Sprite Summer Family Meals Partnership,Sprite,Social Media,Social Media,5/1/23,7/31/23,$597.83 
5/25/23,5/21/23 0:00,Week -21,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Value Offer,Coupon Insertion Digital,5/15/23,7/6/23,$943.40 
5/25/23,5/21/23 0:00,Week -21,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Social Media,Influencer,5/15/23,6/30/23,"$1,595.74 "
5/25/23,5/21/23 0:00,Week -21,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Value Offer,Coupon Insertion Digital,5/1/23,6/30/23,$491.80 
5/25/23,5/21/23 0:00,Week -21,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Sampling,Sampling,5/12/23,7/23/23,"$1,272.12 "
5/25/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Retailer Event,Retailer Specific Event,4/1/23,5/31/23,$424.52 
5/25/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
5/25/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
5/25/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Digital Media,Digital Media Offsite Retailer Owned,4/17/23,7/31/23,"$1,886.79 "
5/25/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Social Media,Influencer,4/27/23,5/31/23,"$2,857.14 "
5/25/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Retailer Event,Retailer Specific Event,2/15/23,5/31/23,"$1,660.38 "
5/25/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Instore,Store Signage,2/15/23,5/31/23,"$2,830.65 "
5/25/23,5/21/23 0:00,Week -21,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,4/22/23,5/31/23,"$2,500.00 "
5/25/23,5/21/23 0:00,Week -21,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Social Media,Influencer,5/8/23,5/31/23,"$3,125.00 "
5/26/23,5/21/23 0:00,Week -21,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Value Offer,Coupon Insertion Digital,5/15/23,8/18/23,"$2,083.33 "
5/26/23,5/21/23 0:00,Week -21,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Digital Media,Digital Media Offsite Retailer Owned,5/15/23,8/18/23,$442.71 
5/26/23,5/21/23 0:00,Week -21,2023,Sprite Summer Relaxation,Kroger,Sprite Summer Family Meals Partnership,Sprite,Social Media,Social Media,5/1/23,7/31/23,$597.83 
5/26/23,5/21/23 0:00,Week -21,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Value Offer,Coupon Insertion Digital,5/15/23,7/6/23,$943.40 
5/26/23,5/21/23 0:00,Week -21,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Social Media,Influencer,5/15/23,6/30/23,"$1,595.74 "
5/26/23,5/21/23 0:00,Week -21,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Value Offer,Coupon Insertion Digital,5/1/23,6/30/23,$491.80 
5/26/23,5/21/23 0:00,Week -21,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Sampling,Sampling,5/12/23,7/23/23,"$1,272.12 "
5/26/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Retailer Event,Retailer Specific Event,4/1/23,5/31/23,$424.52 
5/26/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
5/26/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
5/26/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Digital Media,Digital Media Offsite Retailer Owned,4/17/23,7/31/23,"$1,886.79 "
5/26/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Social Media,Influencer,4/27/23,5/31/23,"$2,857.14 "
5/26/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Retailer Event,Retailer Specific Event,2/15/23,5/31/23,"$1,660.38 "
5/26/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Instore,Store Signage,2/15/23,5/31/23,"$2,830.65 "
5/26/23,5/21/23 0:00,Week -21,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,4/22/23,5/31/23,"$2,500.00 "
5/26/23,5/21/23 0:00,Week -21,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Social Media,Influencer,5/8/23,5/31/23,"$3,125.00 "
5/27/23,5/21/23 0:00,Week -21,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Value Offer,Coupon Insertion Digital,5/15/23,8/18/23,"$2,083.33 "
5/27/23,5/21/23 0:00,Week -21,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Digital Media,Digital Media Offsite Retailer Owned,5/15/23,8/18/23,$442.71 
5/27/23,5/21/23 0:00,Week -21,2023,Sprite Summer Relaxation,Kroger,Sprite Summer Family Meals Partnership,Sprite,Social Media,Social Media,5/1/23,7/31/23,$597.83 
5/27/23,5/21/23 0:00,Week -21,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Value Offer,Coupon Insertion Digital,5/15/23,7/6/23,$943.40 
5/27/23,5/21/23 0:00,Week -21,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Social Media,Influencer,5/15/23,6/30/23,"$1,595.74 "
5/27/23,5/21/23 0:00,Week -21,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Value Offer,Coupon Insertion Digital,5/1/23,6/30/23,$491.80 
5/27/23,5/21/23 0:00,Week -21,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Sampling,Sampling,5/12/23,7/23/23,"$1,272.12 "
5/27/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Retailer Event,Retailer Specific Event,4/1/23,5/31/23,$424.52 
5/27/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
5/27/23,5/21/23 0:00,Week -21,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
5/27/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Digital Media,Digital Media Offsite Retailer Owned,4/17/23,7/31/23,"$1,886.79 "
5/27/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Social Media,Influencer,4/27/23,5/31/23,"$2,857.14 "
5/27/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Retailer Event,Retailer Specific Event,2/15/23,5/31/23,"$1,660.38 "
5/27/23,5/21/23 0:00,Week -21,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Instore,Store Signage,2/15/23,5/31/23,"$2,830.65 "
5/27/23,5/21/23 0:00,Week -21,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,4/22/23,5/31/23,"$2,500.00 "
5/27/23,5/21/23 0:00,Week -21,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Social Media,Influencer,5/8/23,5/31/23,"$3,125.00 "
5/28/23,5/28/23 0:00,Week -22,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Value Offer,Coupon Insertion Digital,5/15/23,8/18/23,"$2,083.33 "
5/28/23,5/28/23 0:00,Week -22,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Digital Media,Digital Media Offsite Retailer Owned,5/15/23,8/18/23,$442.71 
5/28/23,5/28/23 0:00,Week -22,2023,Sprite Summer Relaxation,Kroger,Sprite Summer Family Meals Partnership,Sprite,Social Media,Social Media,5/1/23,7/31/23,$597.83 
5/28/23,5/28/23 0:00,Week -22,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Value Offer,Coupon Insertion Digital,5/15/23,7/6/23,$943.40 
5/28/23,5/28/23 0:00,Week -22,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Social Media,Influencer,5/15/23,6/30/23,"$1,595.74 "
5/28/23,5/28/23 0:00,Week -22,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Value Offer,Coupon Insertion Digital,5/1/23,6/30/23,$491.80 
5/28/23,5/28/23 0:00,Week -22,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Sampling,Sampling,5/12/23,7/23/23,"$1,272.12 "
5/28/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Retailer Event,Retailer Specific Event,4/1/23,5/31/23,$424.52 
5/28/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
5/28/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
5/28/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Digital Media,Digital Media Offsite Retailer Owned,4/17/23,7/31/23,"$1,886.79 "
5/28/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Social Media,Influencer,4/27/23,5/31/23,"$2,857.14 "
5/28/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Retailer Event,Retailer Specific Event,2/15/23,5/31/23,"$1,660.38 "
5/28/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Instore,Store Signage,2/15/23,5/31/23,"$2,830.65 "
5/28/23,5/28/23 0:00,Week -22,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,4/22/23,5/31/23,"$2,500.00 "
5/28/23,5/28/23 0:00,Week -22,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Social Media,Influencer,5/8/23,5/31/23,"$3,125.00 "
5/29/23,5/28/23 0:00,Week -22,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Value Offer,Coupon Insertion Digital,5/15/23,8/18/23,"$2,083.33 "
5/29/23,5/28/23 0:00,Week -22,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Digital Media,Digital Media Offsite Retailer Owned,5/15/23,8/18/23,$442.71 
5/29/23,5/28/23 0:00,Week -22,2023,Sprite Summer Relaxation,Kroger,Sprite Summer Family Meals Partnership,Sprite,Social Media,Social Media,5/1/23,7/31/23,$597.83 
5/29/23,5/28/23 0:00,Week -22,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Value Offer,Coupon Insertion Digital,5/15/23,7/6/23,$943.40 
5/29/23,5/28/23 0:00,Week -22,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Social Media,Influencer,5/15/23,6/30/23,"$1,595.74 "
5/29/23,5/28/23 0:00,Week -22,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Value Offer,Coupon Insertion Digital,5/1/23,6/30/23,$491.80 
5/29/23,5/28/23 0:00,Week -22,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Sampling,Sampling,5/12/23,7/23/23,"$1,272.12 "
5/29/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Retailer Event,Retailer Specific Event,4/1/23,5/31/23,$424.52 
5/29/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
5/29/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
5/29/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Digital Media,Digital Media Offsite Retailer Owned,4/17/23,7/31/23,"$1,886.79 "
5/29/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Social Media,Influencer,4/27/23,5/31/23,"$2,857.14 "
5/29/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Retailer Event,Retailer Specific Event,2/15/23,5/31/23,"$1,660.38 "
5/29/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Instore,Store Signage,2/15/23,5/31/23,"$2,830.65 "
5/29/23,5/28/23 0:00,Week -22,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,4/22/23,5/31/23,"$2,500.00 "
5/29/23,5/28/23 0:00,Week -22,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Social Media,Influencer,5/8/23,5/31/23,"$3,125.00 "
5/30/23,5/28/23 0:00,Week -22,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Value Offer,Coupon Insertion Digital,5/15/23,8/18/23,"$2,083.33 "
5/30/23,5/28/23 0:00,Week -22,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Digital Media,Digital Media Offsite Retailer Owned,5/15/23,8/18/23,$442.71 
5/30/23,5/28/23 0:00,Week -22,2023,Sprite Summer Relaxation,Kroger,Sprite Summer Family Meals Partnership,Sprite,Social Media,Social Media,5/1/23,7/31/23,$597.83 
5/30/23,5/28/23 0:00,Week -22,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Value Offer,Coupon Insertion Digital,5/15/23,7/6/23,$943.40 
5/30/23,5/28/23 0:00,Week -22,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Social Media,Influencer,5/15/23,6/30/23,"$1,595.74 "
5/30/23,5/28/23 0:00,Week -22,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Value Offer,Coupon Insertion Digital,5/1/23,6/30/23,$491.80 
5/30/23,5/28/23 0:00,Week -22,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Sampling,Sampling,5/12/23,7/23/23,"$1,272.12 "
5/30/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Retailer Event,Retailer Specific Event,4/1/23,5/31/23,$424.52 
5/30/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
5/30/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
5/30/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Digital Media,Digital Media Offsite Retailer Owned,4/17/23,7/31/23,"$1,886.79 "
5/30/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Social Media,Influencer,4/27/23,5/31/23,"$2,857.14 "
5/30/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Retailer Event,Retailer Specific Event,2/15/23,5/31/23,"$1,660.38 "
5/30/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Instore,Store Signage,2/15/23,5/31/23,"$2,830.65 "
5/30/23,5/28/23 0:00,Week -22,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,4/22/23,5/31/23,"$2,500.00 "
5/30/23,5/28/23 0:00,Week -22,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Social Media,Influencer,5/8/23,5/31/23,"$3,125.00 "
5/31/23,5/28/23 0:00,Week -22,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Value Offer,Coupon Insertion Digital,5/15/23,8/18/23,"$2,083.33 "
5/31/23,5/28/23 0:00,Week -22,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Digital Media,Digital Media Offsite Retailer Owned,5/15/23,8/18/23,$442.71 
5/31/23,5/28/23 0:00,Week -22,2023,Sprite Summer Relaxation,Kroger,Sprite Summer Family Meals Partnership,Sprite,Social Media,Social Media,5/1/23,7/31/23,$597.83 
5/31/23,5/28/23 0:00,Week -22,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Value Offer,Coupon Insertion Digital,5/15/23,7/6/23,$943.40 
5/31/23,5/28/23 0:00,Week -22,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Social Media,Influencer,5/15/23,6/30/23,"$1,595.74 "
5/31/23,5/28/23 0:00,Week -22,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Value Offer,Coupon Insertion Digital,5/1/23,6/30/23,$491.80 
5/31/23,5/28/23 0:00,Week -22,2023,Polar Support,Kroger,Polar Summer_Kroger,Polar,Sampling,Sampling,5/12/23,7/23/23,"$1,272.12 "
5/31/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Retailer Event,Retailer Specific Event,4/1/23,5/31/23,$424.52 
5/31/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
5/31/23,5/28/23 0:00,Week -22,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
5/31/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Digital Media,Digital Media Offsite Retailer Owned,4/17/23,7/31/23,"$1,886.79 "
5/31/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Social Media,Influencer,4/27/23,5/31/23,"$2,857.14 "
5/31/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Retailer Event,Retailer Specific Event,2/15/23,5/31/23,"$1,660.38 "
5/31/23,5/28/23 0:00,Week -22,2023,DP Strawberry Cream Wave 1,Kroger,Strawberries & Cream_Kroger,Dr Pepper,Instore,Store Signage,2/15/23,5/31/23,"$2,830.65 "
5/31/23,5/28/23 0:00,Week -22,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,4/22/23,5/31/23,"$2,500.00 "
5/31/23,5/28/23 0:00,Week -22,2023,Sunkist Watermelon Lemonade,Kroger,Sunkist Watermelon Lemonade,Sunkist,Social Media,Influencer,5/8/23,5/31/23,"$3,125.00 "
6/1/23,5/28/23 0:00,Week -22,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Value Offer,Coupon Insertion Digital,5/15/23,8/18/23,"$2,083.33 "
6/1/23,5/28/23 0:00,Week -22,2023,Water Portfolio Custom,Kroger,Bai Summer_Kroger,Bai,Digital Media,Digital Media Offsite Retailer Owned,5/15/23,8/18/23,$442.71 
6/1/23,5/28/23 0:00,Week -22,2023,Sprite Summer Relaxation,Kroger,Sprite Summer Family Meals Partnership,Sprite,Social Media,Social Media,5/1/23,7/31/23,$597.83 
6/1/23,5/28/23 0:00,Week -22,2023,Sprite Summer Relaxation,Kroger,Sprite Summer Family Meals Partnership,Sprite,Instore,Store Signage,6/1/23,6/30/23,"$3,210.16 "
6/1/23,5/28/23 0:00,Week -22,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Value Offer,Coupon Insertion Digital,5/15/23,7/6/23,$943.40 
6/1/23,5/28/23 0:00,Week -22,2023,Core Summer,Kroger,Core Summer_Kroger,Core,Social Media,Influencer,5/15/23,6/30/23,"$1,595.74 "
