Dates,Start of Week,Week of Year,Fiscal_Year,Platform,Retailer,Program,Brand,Tactic_Group,Tactic,Tactic_Start_Date,Tactic_End_Date,Spend
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/12/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/12/22,1/9/22 0:00,Week -3,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/13/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/13/22,1/9/22 0:00,Week -3,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/14/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/14/22,1/9/22 0:00,Week -3,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/15/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/15/22,1/9/22 0:00,Week -3,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/16/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/16/22,1/16/22 0:00,Week -4,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/17/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/17/22,1/16/22 0:00,Week -4,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/18/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/18/22,1/16/22 0:00,Week -4,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/19/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/19/22,1/16/22 0:00,Week -4,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/20/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/20/22,1/16/22 0:00,Week -4,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/21/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/21/22,1/16/22 0:00,Week -4,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/22/22,1/16/22 0:00,Week -4,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/22/22,1/16/22 0:00,Week -4,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
